gene	term	evidence
CG7707	GO:0031146	ISM
CG7708	GO:0003333	ISS
CG7708	GO:0008292	ISS
CG7708	GO:0008292	IBA
CG7708	GO:0015871	IBA
CG7714	GO:0006030	IEA
CG7715	GO:0006030	IEA
CG7716	GO:0051321	IBA
CG7716	GO:0031122	IBA
CG7716	GO:0090307	IBA
CG7716	GO:0051415	IBA
CG7718	GO:0032049	IEA
CG7720	GO:0055085	IEA
CG7724	GO:0055114	IEA
CG7724	GO:0006694	IEA
CG7728	GO:0000462	IBA
CG7737	GO:0055114	IEA
CG7737	GO:0046208	IBA
CG7739	GO:0008150	ND
CG7741	GO:0008150	ND
CG7742	GO:0043087	ISS
CG7744	GO:0030473	IBA
CG7747	GO:0006457	IEA
CG7747	GO:0000209	ISS
CG7747	GO:0000398	IC
CG7747	GO:0000413	IBA
CG7747	GO:0000209	IBA
CG7755	GO:0055114	IEA
CG7766	GO:0005977	IEA
CG7768	GO:0000413	IEA
CG7768	GO:0006457	IEA
CG7772	GO:0000266	ISS
CG7772	GO:0000266	IBA
CG7785	GO:0008150	ND
CG7786	GO:0006357	IEA
CG7789	GO:0046854	IEA
CG7791	GO:0016485	ISS
CG7791	GO:0006518	IBA
CG7791	GO:0006508	IBA
CG7791	GO:0006627	IBA
CG7794	GO:0000226	IBA
CG7794	GO:0007017	IBA
CG7794	GO:0000278	IBA
CG7798	GO:0050829	ISS
CG7804	GO:0070935	IBA
CG7806	GO:0055085	IBA
CG7829	GO:0006508	ISM
CG7829	GO:0006508	IEA
CG7834	GO:0006119	ISS
CG7834	GO:0007406	IMP
CG7839	GO:0042254	IEA
CG7840	GO:0016095	ISS
CG7840	GO:0006488	ISS
CG7840	GO:0019348	ISS
CG7840	GO:0016095	IBA
CG7840	GO:0019408	IBA
CG7840	GO:0006488	IBA
CG7841	GO:0008150	ND
CG7848	GO:0055114	IEA
CG7848	GO:0006108	IBA
CG7848	GO:0006090	IBA
CG7849	GO:0006396	IEA
CG7849	GO:0001522	IEA
CG7857	GO:0016579	ISS
CG7860	GO:0033345	ISS
CG7860	GO:0051604	IBA
CG7860	GO:0033345	IBA
CG7872	GO:0006457	IBA
CG7879	GO:0000381	HMP
CG7881	GO:0055085	IEA
CG7882	GO:0055085	IEA
CG7884	GO:0008150	ND
CG7886	GO:0044782	ISS
CG7888	GO:0003333	ISS
CG7888	GO:0003333	IBA
CG7889	GO:0018023	ISS
CG7907	GO:0000398	ISS
CG7907	GO:0045292	IEA
CG7907	GO:0000398	IBA
CG7907	GO:0031053	IBA
CG7907	GO:0006406	IBA
CG7907	GO:0000184	IBA
CG7912	GO:0008272	IEA
CG7912	GO:0055085	IEA
CG7914	GO:0055114	IEA
CG7920	GO:0006084	IEA
CG7950	GO:0008150	ND
CG7950	GO:0045041	IEA
CG7956	GO:2001135	IBA
CG7956	GO:0046856	IBA
CG7963	GO:0006355	ISS
CG7971	GO:0008380	ISS
CG7971	GO:0000398	IC
CG7974	GO:0048024	IBA
CG7987	GO:0000122	ISS
CG7988	GO:0007623	ISS
CG7988	GO:0007017	IBA
CG7988	GO:0007623	IBA
CG7990	GO:0006506	IBA
CG7997	GO:0046477	IBA
CG7997	GO:0016139	IBA
CG7997	GO:0009311	IBA
CG8001	GO:0008150	ND
CG8003	GO:0008150	ND
CG8004	GO:0006626	ISS
CG8005	GO:0008612	IBA
CG8006	GO:0008150	ND
CG8008	GO:0055085	IEA
CG8009	GO:0010867	ISS
CG8009	GO:0035307	ISS
CG8026	GO:0006839	ISS
CG8026	GO:0015884	ISS
CG8026	GO:0055085	IEA
CG8027	GO:0016256	IBA
CG8027	GO:0046835	IBA
CG8028	GO:0055085	IEA
CG8028	GO:0009636	IEP
CG8028	GO:0097254	IEP
CG8028	GO:0015718	IBA
CG8031	GO:0032886	ISS
CG8032	GO:0055114	IEA
CG8032	GO:0046208	IBA
CG8034	GO:0055085	IEA
CG8034	GO:0015718	IBA
CG8036	GO:0031935	IMP
CG8038	GO:0008033	ISS
CG8038	GO:0006364	ISS
CG8038	GO:0001682	ISS
CG8038	GO:0006364	IBA
CG8043	GO:0016226	ISS
CG8043	GO:0016226	IBA
CG8046	GO:0055085	IEA
CG8046	GO:0006072	IEA
CG8046	GO:0055114	IEA
CG8051	GO:0055085	IEA
CG8051	GO:0015718	IBA
CG8060	GO:0061099	ISS
CG8065	GO:0008150	ND
CG8072	GO:0008150	ND
CG8078	GO:0034227	ISS
CG8078	GO:0002098	ISS
CG8078	GO:0002143	IBA
CG8080	GO:0006741	IEA
CG8080	GO:0019674	ISS
CG8086	GO:0007605	IMP
CG8089	GO:0008150	ND
CG8093	GO:0006629	ISS
CG8093	GO:0032504	HEP
CG8093	GO:0044255	IBA
CG8097	GO:0006420	IEA
CG8108	GO:0046427	IMP
CG8111	GO:0008150	ND
CG8112	GO:0034435	IEA
CG8112	GO:0042632	IEA
CG8112	GO:0008203	IBA
CG8117	GO:0006351	IEA
CG8132	GO:0006528	IBA
CG8132	GO:0006541	IBA
CG8134	GO:0008150	ND
CG8135	GO:0008150	ND
CG8141	GO:0071712	IBA
CG8141	GO:0006511	IBA
CG8142	GO:0006261	IBA
CG8149	GO:0048190	IGI
CG8149	GO:0035167	IMP
CG8152	GO:0008150	ND
CG8155	GO:0043087	ISS
CG8155	GO:0008340	IMP
CG8155	GO:0007298	IMP
CG8155	GO:1901096	IBA
CG8155	GO:0090630	IBA
CG8155	GO:0006886	IBA
CG8159	GO:0006355	IBA
CG8170	GO:0006508	ISM
CG8170	GO:0006508	IEA
CG8172	GO:0006508	ISM
CG8172	GO:0006508	IEA
CG8173	GO:0006468	IEA
CG8173	GO:0000278	IEA
CG8176	GO:0072583	ISS
CG8176	GO:0048268	IBA
CG8176	GO:0097320	IBA
CG8176	GO:0072583	IBA
CG8177	GO:0051452	IMP
CG8177	GO:0051453	IBA
CG8177	GO:0015701	IBA
CG8184	GO:0033227	IMP
CG8184	GO:0016567	ISS
CG8184	GO:0000209	IBA
CG8184	GO:0006511	IBA
CG8184	GO:0016567	IBA
CG8188	GO:0016567	ISS
CG8188	GO:0010458	IMP
CG8188	GO:0031145	IMP
CG8188	GO:0006511	IBA
CG8192	GO:0006030	IEA
CG8199	GO:0046949	ISS
CG8199	GO:0009083	IBA
CG8202	GO:0008150	ND
CG8204	GO:0048254	IBA
CG8204	GO:0000463	IBA
CG8204	GO:0000492	IBA
CG8206	GO:0030150	IBA
CG8206	GO:0006457	IBA
CG8206	GO:0050821	IBA
CG8207	GO:0009058	IEA
CG8219	GO:0006607	IBA
CG8219	GO:0006610	IBA
CG8223	GO:0034080	IBA
CG8223	GO:0006335	IBA
CG8230	GO:0007030	IBA
CG8236	GO:0008150	ND
CG8243	GO:0043087	ISM
CG8249	GO:0055085	IEA
CG8260	GO:0008150	ND
CG8272	GO:0031146	ISM
CG8272	GO:0006511	IBA
CG8272	GO:0031146	IBA
CG8298	GO:0016310	IBA
CG8298	GO:0046167	IBA
CG8298	GO:0006641	IBA
CG8298	GO:0006071	IBA
CG8299	GO:0006508	ISM
CG8299	GO:0006508	IEA
CG8301	GO:0008150	ND
CG8303	GO:0010025	ISS
CG8303	GO:0010025	IBA
CG8303	GO:0035336	IBA
CG8306	GO:0010025	ISS
CG8306	GO:0010025	IBA
CG8306	GO:0035336	IBA
CG8311	GO:0043048	IBA
CG8312	GO:0001933	ISS
CG8312	GO:0045944	ISS
CG8314	GO:0018345	ISS
CG8314	GO:0006612	IBA
CG8314	GO:0018230	IBA
CG8319	GO:0006355	ISS
CG8320	GO:0006624	IBA
CG8329	GO:0006508	ISM
CG8329	GO:0006508	IEA
CG8336	GO:0000413	IEA
CG8336	GO:0042026	IBA
CG8336	GO:0065003	IBA
CG8336	GO:0061077	IBA
CG8336	GO:0000122	IBA
CG8349	GO:0009972	IBA
CG8353	GO:0009972	IBA
CG8360	GO:0009972	IBA
CG8369	GO:0048190	IGI
CG8370	GO:0008150	ND
CG8388	GO:0006355	ISS
CG8388	GO:0010468	IBA
CG8389	GO:0055085	IEA
CG8389	GO:0015718	IBA
CG8399	GO:0055114	IDA
CG8399	GO:0055114	IDA
CG8401	GO:0008150	ND
CG8405	GO:0048190	IGI
CG8405	GO:0034976	IBA
CG8405	GO:1904294	IBA
CG8407	GO:0007018	ISS
CG8407	GO:0007017	IEA
CG8407	GO:2000582	IBA
CG8412	GO:0006486	ISS
CG8412	GO:0006488	ISS
CG8412	GO:0006487	IBA
CG8414	GO:0006364	ISS
CG8414	GO:0000448	IBA
CG8419	GO:0051865	ISS
CG8420	GO:0032504	IEP
CG8441	GO:0006469	IBA
CG8460	GO:0005975	IEA
CG8461	GO:0000469	IEA
CG8461	GO:0000462	IBA
CG8468	GO:0055085	IEA
CG8475	GO:0005977	IEA
CG8476	GO:0008150	ND
CG8478	GO:0006357	ISS
CG8481	GO:0006473	IBA
CG8481	GO:0017190	IDA
CG8481	GO:0018002	IDA
CG8483	GO:0032504	IBA
CG8485	GO:0035556	IBA
CG8485	GO:0006468	IBA
CG8492	GO:0050829	ISS
CG8500	GO:0007264	ISS
CG8508	GO:0008150	ND
CG8509	GO:0007052	IBA
CG8517	GO:0006662	IEA
CG8517	GO:0045454	IEA
CG8519	GO:0008150	ND
CG8519	GO:0007165	IEA
CG8526	GO:0006520	IEA
CG8531	GO:0030150	ISS
CG8531	GO:0042407	IBA
CG8534	GO:0030497	ISS
CG8534	GO:0019367	IBA
CG8534	GO:0042761	IBA
CG8534	GO:0030148	IBA
CG8534	GO:0034626	IBA
CG8534	GO:0034625	IBA
CG8539	GO:0006508	IBA
CG8545	GO:0070475	IBA
CG8549	GO:0042256	IEA
CG8560	GO:0006508	IBA
CG8562	GO:0006508	IBA
CG8563	GO:0006508	IBA
CG8564	GO:0006508	IBA
CG8565	GO:0006468	NAS
CG8565	GO:0006468	ISS
CG8565	GO:0000245	IBA
CG8565	GO:0010468	IBA
CG8565	GO:0035556	IBA
CG8565	GO:0050684	IBA
CG8568	GO:0008150	ND
CG8578	GO:0006355	IEA
CG8578	GO:0007527	IMP
CG8584	GO:0006470	ISS
CG8586	GO:0006508	IBA
CG8602	GO:0055085	IEA
CG8630	GO:0055114	IEA
CG8630	GO:0006636	IBA
CG8635	GO:0002181	IBA
CG8641	GO:0008150	ND
CG8641	GO:0007165	IEA
CG8642	GO:0007186	ISS
CG8654	GO:0055085	IEA
CG8665	GO:0006730	IEA
CG8665	GO:0055114	IEA
CG8665	GO:0009058	IEA
CG8665	GO:0009258	IEA
CG8668	GO:0008039	IMP
CG8668	GO:0009312	IBA
CG8668	GO:0006486	IBA
CG8668	GO:0006487	IBA
CG8671	GO:0033227	IMP
CG8673	GO:0006487	IBA
CG8673	GO:0009312	IBA
CG8673	GO:0006486	IBA
CG8677	GO:0045892	ISS
CG8677	GO:0070868	IMP
CG8677	GO:0045892	IBA
CG8677	GO:0045944	IBA
CG8679	GO:0008150	ND
CG8708	GO:0006486	IDA
CG8708	GO:0016267	IBA
CG8726	GO:0006468	IEA
CG8726	GO:0043271	IBA
CG8726	GO:0032780	IBA
CG8726	GO:0042391	IBA
CG8728	GO:0016485	ISS
CG8728	GO:0006627	IBA
CG8738	GO:0006508	IBA
CG8745	GO:0035094	IEP
CG8746	GO:0008150	ND
CG8750	GO:0008150	ND
CG8765	GO:0048813	IMP
CG8773	GO:0002003	IEA
CG8773	GO:0033227	IMP
CG8773	GO:0043171	IBA
CG8773	GO:0006508	IBA
CG8774	GO:0002003	IEA
CG8774	GO:0043171	IBA
CG8774	GO:0006508	IBA
CG8777	GO:0000956	IMP
CG8778	GO:0009631	IEP
CG8778	GO:0006635	IBA
CG8785	GO:0003333	ISS
CG8785	GO:0003333	IBA
CG8786	GO:0016055	IEA
CG8786	GO:0006511	ISS
CG8786	GO:0031648	IMP
CG8800	GO:0036158	IBA
CG8833	GO:0006397	IEA
CG8833	GO:0000398	IC
CG8834	GO:0006633	TAS
CG8837	GO:0055085	IEA
CG8841	GO:0006886	ISS
CG8841	GO:0006886	IBA
CG8850	GO:0003333	ISM
CG8850	GO:0006836	ISS
CG8852	GO:0008150	ND
CG8854	GO:0008150	ND
CG8858	GO:0008150	ND
CG8858	GO:0043248	IEA
CG8860	GO:0006605	IEA
CG8870	GO:0006508	ISM
CG8870	GO:0006508	IEA
CG8878	GO:0006468	NAS
CG8878	GO:0040029	IMP
CG8878	GO:0018107	IBA
CG8878	GO:0018105	IBA
CG8891	GO:0009143	IBA
CG8907	GO:0042048	ISS
CG8907	GO:0035023	IBA
CG8907	GO:0007266	IBA
CG8908	GO:0055085	IEA
CG8908	GO:0006869	IBA
CG8910	GO:0016567	IBA
CG8916	GO:0034220	IBA
CG8916	GO:0007268	IBA
CG8916	GO:0042391	IBA
CG8916	GO:0007165	IBA
CG8916	GO:0050877	IBA
CG8924	GO:0006357	IBA
CG8925	GO:0055085	IEA
CG8939	GO:0000463	IBA
CG8939	GO:0000466	IBA
CG8939	GO:0031167	IBA
CG8944	GO:0045893	ISS
CG8945	GO:0006508	IBA
CG8950	GO:0006383	IBA
CG8952	GO:0006508	ISM
CG8952	GO:0006508	IEA
CG8958	GO:0008150	ND
CG8963	GO:0006446	IBA
CG8974	GO:0016567	ISS
CG8974	GO:0071712	IBA
CG8974	GO:0006511	IBA
CG8993	GO:0045454	IEA
CG8993	GO:0006662	IEA
CG8997	GO:0008150	ND
CG9003	GO:0034976	IMP
CG9003	GO:0031146	ISM
CG9003	GO:0006511	IBA
CG9003	GO:0031146	IBA
CG9004	GO:0042274	IBA
CG9005	GO:0034976	IMP
CG9008	GO:0005975	IEA
CG9008	GO:0007030	IMP
CG9008	GO:0034389	IMP
CG9008	GO:0051607	IMP
CG9010	GO:0055114	IEA
CG9010	GO:0006006	IEA
CG9010	GO:0006096	IBA
CG9014	GO:0000209	ISS
CG9018	GO:0008150	ND
CG9029	GO:0006952	ISS
CG9029	GO:0032504	HEP
CG9029	GO:0032504	HEP
CG9029	GO:0032504	HEP
CG9044	GO:0008104	ISS
CG9062	GO:0016579	ISS
CG9062	GO:1903003	IBA
CG9065	GO:0008535	ISS
CG9065	GO:0006825	IEA
CG9065	GO:0033617	IBA
CG9067	GO:0006888	IEA
CG9072	GO:0007021	IEA
CG9072	GO:0007023	IEA
CG9084	GO:0017121	IBA
CG9098	GO:0007264	IEA
CG9098	GO:0046579	ISM
CG9098	GO:0033138	IBA
CG9101	GO:0008150	ND
CG9106	GO:0008150	ND
CG9107	GO:0006364	IBA
CG9107	GO:0000028	IBA
CG9119	GO:0008150	ND
CG9123	GO:0008283	ISS
CG9125	GO:0006402	ISS
CG9132	GO:0006897	IEA
CG9135	GO:0034260	ISS
CG9149	GO:0006635	ISS
CG9149	GO:0006635	IBA
CG9154	GO:0032259	IEA
CG9164	GO:0008150	ND
CG9168	GO:0032504	HEP
CG9168	GO:0032504	IBA
CG9171	GO:0035269	ISS
CG9175	GO:0009306	IMP
CG9175	GO:0000902	IMP
CG9175	GO:0009306	IBA
CG9175	GO:0003400	IBA
CG9186	GO:0030730	IMP
CG9186	GO:0034389	IMP
CG9194	GO:0071805	ISS
CG9194	GO:0071805	IBA
CG9213	GO:0008150	ND
CG9215	GO:0006355	ISS
CG9215	GO:0045944	IBA
CG9220	GO:0030206	NAS
CG9222	GO:0006468	NAS
CG9222	GO:0006468	ISS
CG9222	GO:0035556	IBA
CG9222	GO:0006468	IBA
CG9240	GO:0006627	IBA
CG9246	GO:0035067	IBA
CG9246	GO:0000122	IBA
CG9246	GO:0042273	IBA
CG9254	GO:0055085	IEA
CG9263	GO:0008150	ND
CG9269	GO:0008150	ND
CG9270	GO:0055085	IBA
CG9272	GO:0006285	IBA
CG9272	GO:0006296	IBA
CG9279	GO:0007018	ISS
CG9286	GO:0045859	ISS
CG9286	GO:0034453	IBA
CG9286	GO:0007052	IBA
CG9286	GO:0006974	IBA
CG9286	GO:0000055	IBA
CG9286	GO:0090307	IBA
CG9286	GO:0000079	IBA
CG9286	GO:0000132	IBA
CG9294	GO:0006508	ISM
CG9294	GO:0006508	IBA
CG9302	GO:0045454	IEA
CG9304	GO:0007186	IEA
CG9304	GO:0019236	IEA
CG9308	GO:0048193	ISM
CG9308	GO:0007030	IBA
CG9308	GO:0006886	IBA
CG9308	GO:0006888	IBA
CG9313	GO:0003341	ISS
CG9313	GO:0007605	IMP
CG9313	GO:0036158	IBA
CG9313	GO:0003341	IBA
CG9313	GO:0007018	IBA
CG9314	GO:0055114	IEA
CG9314	GO:0006979	ISS
CG9314	GO:0042542	IBA
CG9314	GO:0042744	IBA
CG9316	GO:0031146	ISM
CG9316	GO:0031146	IBA
CG9316	GO:0006511	IBA
CG9328	GO:0001558	ISS
CG9331	GO:0055114	IEA
CG9336	GO:0008150	ND
CG9344	GO:0000398	ISS
CG9344	GO:0030490	IBA
CG9344	GO:0000398	IBA
CG9346	GO:0008150	ND
CG9346	GO:0006396	IEA
CG9356	GO:0007030	IBA
CG9356	GO:0043001	IBA
CG9372	GO:0006508	ISM
CG9372	GO:0006508	IEA
CG9372	GO:0009620	IEP
CG9377	GO:0006508	IEA
CG9380	GO:0019730	IBA
CG9380	GO:0050830	IBA
CG9380	GO:0032827	IBA
CG9386	GO:0030488	IBA
CG9389	GO:0016311	NAS
CG9389	GO:0046854	IEA
CG9389	GO:0046855	ISS
CG9389	GO:0046855	IBA
CG9389	GO:0007165	IBA
CG9391	GO:0016311	NAS
CG9391	GO:0046854	IEA
CG9391	GO:0046855	ISS
CG9391	GO:0046855	IBA
CG9391	GO:0007165	IBA
CG9393	GO:0006626	ISS
CG9394	GO:0046475	IBA
CG9395	GO:0006491	ISS
CG9396	GO:0006850	ISS
CG9396	GO:0006850	IBA
CG9399	GO:0006850	ISS
CG9399	GO:0006850	IBA
CG9400	GO:0008150	ND
CG9406	GO:0019722	IBA
CG9406	GO:0051300	IBA
CG9410	GO:0045333	IBA
CG9410	GO:0006744	IBA
CG9422	GO:0001682	ISS
CG9425	GO:0035194	IBA
CG9436	GO:0055114	IEA
CG9444	GO:0055085	IEA
CG9444	GO:0006857	IEA
CG9445	GO:0007498	IEP
CG9449	GO:0016311	ISS
CG9451	GO:0016311	ISS
CG9452	GO:0016311	ISS
CG9458	GO:0030497	ISS
CG9458	GO:0019367	IBA
CG9458	GO:0042761	IBA
CG9458	GO:0034625	IBA
CG9458	GO:0034626	IBA
CG9458	GO:0030148	IBA
CG9459	GO:0030497	ISS
CG9459	GO:0019367	IBA
CG9459	GO:0034626	IBA
CG9459	GO:0042761	IBA
CG9459	GO:0030148	IBA
CG9459	GO:0034625	IBA
CG9467	GO:0055114	IEA
CG9467	GO:0051260	IEA
CG9471	GO:0032504	IEP
CG9483	GO:0008150	ND
CG9485	GO:0005978	IEA
CG9485	GO:0005980	IBA
CG9492	GO:0007018	ISS
CG9492	GO:0003341	ISS
CG9492	GO:0007605	IMP
CG9492	GO:0036158	IBA
CG9492	GO:0007018	IBA
CG9503	GO:0055114	IEA
CG9503	GO:0045455	IGC
CG9503	GO:0045455	ISS
CG9512	GO:0055114	IEA
CG9512	GO:0045455	ISS
CG9512	GO:0045455	IGC
CG9514	GO:0055114	IEA
CG9514	GO:0045455	IGC
CG9514	GO:0045455	ISS
CG9518	GO:0055114	IEA
CG9518	GO:0045455	IGC
CG9518	GO:0045455	ISS
CG9518	GO:0034976	IMP
CG9519	GO:0055114	IEA
CG9519	GO:0045455	ISS
CG9519	GO:0045455	IGC
CG9521	GO:0055114	IEA
CG9521	GO:0045455	IGC
CG9521	GO:0045455	ISS
CG9522	GO:0055114	IEA
CG9522	GO:0045455	IGC
CG9522	GO:0045455	ISS
CG9525	GO:0032504	IEP
CG9525	GO:0032504	IBA
CG9527	GO:0006635	ISS
CG9527	GO:0055088	IBA
CG9527	GO:0033540	IBA
CG9536	GO:0006486	ISS
CG9536	GO:0006890	IBA
CG9541	GO:0008150	ND
CG9541	GO:0006139	IEA
CG9547	GO:0006568	ISS
CG9547	GO:0006554	ISS
CG9547	GO:0046948	ISS
CG9547	GO:0055114	IEA
CG9550	GO:0006044	IBA
CG9550	GO:0006790	IBA
CG9577	GO:0006635	NAS
CG9578	GO:0000077	ISS
CG9578	GO:0007165	IBA
CG9578	GO:0031929	IBA
CG9588	GO:0070682	IBA
CG9592	GO:0070072	IEA
CG9593	GO:0043066	ISS
CG9596	GO:0030488	IEA
CG9601	GO:0006281	ISS
CG9601	GO:0046939	IBA
CG9601	GO:0006281	IBA
CG9601	GO:0098504	IBA
CG9609	GO:0006357	ISS
CG9624	GO:0008150	ND
CG9626	GO:0008150	ND
CG9628	GO:0008150	ND
CG9628	GO:0019991	IEA
CG9629	GO:0055114	IEA
CG9631	GO:0006508	ISM
CG9631	GO:0006508	IEA
CG9636	GO:0010936	ISS
CG9649	GO:0006508	ISM
CG9649	GO:0006508	IEA
CG9650	GO:0090278	IMP
CG9650	GO:0006355	IBA
CG9657	GO:0055085	IEA
CG9663	GO:0030301	IBA
CG9663	GO:0055085	IBA
CG9664	GO:0055085	ISS
CG9664	GO:0042048	IMP
CG9664	GO:0055085	IBA
CG9664	GO:0030301	IBA
CG9666	GO:0032259	IEA
CG9667	GO:0000398	IC
CG9667	GO:0000350	IBA
CG9667	GO:0000389	IBA
CG9672	GO:0006508	IEA
CG9673	GO:0006508	IBA
CG9674	GO:0055114	IEA
CG9674	GO:0006537	IBA
CG9674	GO:0019676	IBA
CG9676	GO:0006508	ISM
CG9676	GO:0006508	IEA
CG9684	GO:0000398	IC
CG9698	GO:0055114	IEA
CG9698	GO:0018401	IBA
CG9701	GO:0005975	IEA
CG9702	GO:0055085	IEA
CG9702	GO:0008272	IEA
CG9705	GO:0006355	IEA
CG9705	GO:0048813	IMP
CG9705	GO:0043488	IBA
CG9717	GO:0008272	IEA
CG9717	GO:0055085	IEA
CG9727	GO:0006357	IBA
CG9733	GO:0006508	ISM
CG9733	GO:0006508	IBA
CG9737	GO:0006508	ISM
CG9737	GO:0006508	IEA
CG9743	GO:0055114	IEA
CG9743	GO:0006636	IBA
CG9747	GO:0055114	IEA
CG9747	GO:0006636	IBA
CG9752	GO:0101030	IBA
CG9777	GO:0008150	ND
CG9784	GO:0016311	NAS
CG9784	GO:0046855	IBA
CG9784	GO:1902093	IBA
CG9784	GO:0046856	IBA
CG9795	GO:0008150	ND
CG9799	GO:0006364	IBA
CG9801	GO:0008150	ND
CG9804	GO:0009249	ISS
CG9804	GO:0009249	IBA
CG9806	GO:0032504	IEP
CG9806	GO:0006508	IBA
CG9806	GO:0043171	IBA
CG9815	GO:0008150	ND
CG9822	GO:0032504	IBA
CG9825	GO:0055085	IEA
CG9826	GO:0055085	IEA
CG9849	GO:0007521	IMP
CG9853	GO:0045048	IBA
CG9855	GO:0000209	ISS
CG9863	GO:0007007	IBA
CG9863	GO:0032979	IBA
CG9864	GO:0055085	IEA
CG9876	GO:0006355	IEA
CG9877	GO:0008150	ND
CG9879	GO:0006352	IEA
CG9886	GO:0006468	ISS
CG9886	GO:0006468	ISS
CG9886	GO:0006468	IBA
CG9890	GO:0008150	ND
CG9897	GO:0006508	IEA
CG9899	GO:0045944	ISS
CG9899	GO:0051569	IBA
CG9911	GO:0045454	IEA
CG9915	GO:2001253	IBA
CG9915	GO:0050684	IBA
CG9915	GO:0010793	IBA
CG9920	GO:0051085	IBA
CG9922	GO:0008150	ND
CG9925	GO:0050829	HMP
CG9925	GO:0045089	HMP
CG9926	GO:0008150	ND
CG9932	GO:0000122	ISS
CG9932	GO:0010468	IBA
CG9934	GO:0016567	ISS
CG9934	GO:0000209	IBA
CG9934	GO:0030433	IBA
CG9941	GO:0016567	ISS
CG9945	GO:0043161	IBA
CG9951	GO:2000060	IBA
CG9953	GO:0006508	IBA
CG9961	GO:0006096	ISS
CG9961	GO:0007525	IBA
CG9961	GO:0007268	IBA
CG9961	GO:0046716	IBA
CG9961	GO:0006094	IBA
CG9961	GO:0007520	IBA
CG9961	GO:0006096	IBA
CG9962	GO:0006468	NAS
CG9962	GO:0006468	IDA
CG9962	GO:0018105	IBA
CG9962	GO:0032436	IBA
CG9962	GO:0018107	IBA
CG9962	GO:0090090	IBA
CG9962	GO:0016055	IBA
CG9970	GO:0008150	ND
CG9981	GO:0045332	ISS
CG9981	GO:0045332	IBA
CG9986	GO:0008150	ND
CG9988	GO:0032504	IBA
CG9992	GO:0008150	ND
CG9993	GO:0006633	TAS
CG9997	GO:0006508	IEA
CG9997	GO:0032504	HEP
CG9997	GO:0046008	IMP
CG9997	GO:0032504	HEP
CG9997	GO:0032504	HEP
CG9997	GO:0046692	IDA
CG9997	GO:0008104	IMP
CHES-1-like	GO:0006355	IEA
CHES-1-like	GO:0031571	IGI
CHES-1-like	GO:0071456	IMP
CHES-1-like	GO:0035050	IMP
CHES-1-like	GO:0051302	IMP
CHMP2B	GO:0016197	ISS
CHMP2B	GO:0032509	IBA
CHMP2B	GO:0015031	IBA
CHMP2B	GO:0000920	IBA
CHMP2B	GO:0045324	IBA
CHORD	GO:0051298	IMP
CHORD	GO:0050773	IMP
CHORD	GO:0008361	IMP
CHOp24	GO:0048193	ISM
CHOp24	GO:0035220	IMP
CHOp24	GO:0006888	IMP
CHOp24	GO:0061355	IMP
CHOp24	GO:0061355	IMP
CHOp24	GO:0048042	IMP
CHOp24	GO:0006888	IBA
CHOp24	GO:0007030	IBA
CHOp24	GO:0006886	IBA
CIA30	GO:0006119	ISS
CIA30	GO:0006120	ISS
CIA30	GO:0001666	IMP
CIA30	GO:0042594	IMP
CIA30	GO:0006120	IMP
CIA30	GO:0055093	IMP
CIA30	GO:0009408	IMP
CIA30	GO:0007005	IMP
CIA30	GO:0032981	IMP
CIA30	GO:0006120	IBA
CIA30	GO:0032981	IBA
CIAPIN1	GO:0043066	ISS
CIAPIN1	GO:0030707	IMP
CIAPIN1	GO:0016226	IBA
CLIP-190	GO:0007017	ISS
CLIP-190	GO:0007349	IMP
CLS	GO:0006754	IDA
CLS	GO:0007006	IDA
CLS	GO:0032049	IBA
CLS	GO:0046474	IBA
CNBP	GO:0008150	ND
CNMa	GO:0007186	IDA
CNMaR	GO:0007186	ISM
CNMaR	GO:0007218	IDA
CNMaR	GO:0007186	IDA
CNPYb	GO:0061077	IMP
CNT1	GO:1901642	IBA
CNT2	GO:1901642	IBA
COX4	GO:0006123	ISS
COX4	GO:0007030	IMP
COX4	GO:0008283	IMP
COX4	GO:0000278	IMP
COX4	GO:0007406	IMP
COX4	GO:0006123	IBA
COX4L	GO:0006123	ISS
COX4L	GO:0006123	IBA
COX5A	GO:0006123	ISS
COX5A	GO:0045787	IMP
COX5A	GO:0007406	IMP
COX5A	GO:0006123	IBA
COX5B	GO:0006123	ISS
COX5B	GO:0042776	IBA
COX5B	GO:0006123	IBA
COX5BL	GO:0006123	ISS
COX5BL	GO:0006123	IBA
COX5BL	GO:0042776	IBA
COX6AL	GO:0009060	ISS
COX6AL	GO:0006123	IBA
COX6AL	GO:0009060	IBA
COX6B	GO:0033617	ISS
COX7A	GO:0006123	ISS
COX7A	GO:0097250	IBA
COX7A	GO:0002082	IBA
COX7AL	GO:0006123	ISS
COX7AL	GO:0097250	IBA
COX7AL	GO:0002082	IBA
COX7C	GO:0006123	ISS
COX7C	GO:0007406	IMP
COX7C	GO:0006123	IBA
CPT2	GO:0006635	IMP
CPT2	GO:0070328	IMP
CPT2	GO:0042594	IMP
CPT2	GO:0046951	IMP
CPT2	GO:0006635	IBA
CRAT	GO:0006635	NAS
CRAT	GO:0019254	IBA
CREG	GO:0000122	ISS
CRIF	GO:1900370	IMP
CRIF	GO:0098586	IMP
CRIF	GO:1903705	IMP
CRMP	GO:0006207	IGI
CRMP	GO:0007265	IGI
CRMP	GO:0007613	IMP
CRMP	GO:0051642	IMP
